Wall time,Step,Value
1691273580.7867389,4096,67.53057098388672
1691273640.2891843,8192,65.35930633544922
1691273700.9677448,12288,61.62482833862305
1691273731.140207,14336,65.16681671142578
1691273791.083694,18432,66.01496887207031
1691273851.9083514,22528,78.33976745605469
1691273881.886158,24576,67.52803039550781
1691273912.4233708,26624,73.59491729736328
1691273942.5546818,28672,65.77116394042969
1691273972.6484473,30720,66.17990112304688
1691274003.165262,32768,71.09382629394531
1691274033.2547038,34816,64.83272552490234
1691274063.3489115,36864,76.8140640258789
1691274093.5186696,38912,76.46761322021484
1691274123.2677052,40960,67.5526351928711
1691274153.1595254,43008,74.24766540527344
1691274213.1555176,47104,73.6142349243164
1691274273.399489,51200,76.5676040649414
1691274303.6299052,53248,83.98528289794922
1691274457.2761815,63488,132.37197875976562
1691274488.606415,65536,123.46611785888672
1691274519.6503341,67584,99.00741577148438
1691274551.285296,69632,84.6901626586914
1691274582.964311,71680,96.40596008300781
1691274645.5448852,75776,90.52406311035156
1691274740.6018388,81920,107.77444458007812
1691274772.7352462,83968,101.63226318359375
1691274838.4186985,88064,109.53400421142578
1691274869.8560205,90112,111.16801452636719
1691274902.58219,92160,86.4967269897461
1691274934.7621396,94208,88.89041137695312
1691275001.185504,98304,104.54841613769531
1691275066.1336124,102400,99.67143249511719
1691275098.2820938,104448,118.84685516357422
1691275198.383877,110592,103.62489318847656
1691275231.692583,112640,81.17462158203125
1691275265.555845,114688,101.31646728515625
1691275299.4535108,116736,107.60023498535156
1691275332.9773283,118784,91.5338363647461
1691275434.4453003,124928,113.22114562988281
1691275467.932915,126976,101.46344757080078
1691275501.0624661,129024,93.60284423828125
1691275534.3029222,131072,110.9625244140625
1691275567.724035,133120,128.0115966796875
1691275601.7396286,135168,104.40840148925781
1691275635.555549,137216,110.6906967163086
1691275669.4767828,139264,117.68450927734375
1691275702.7950246,141312,111.64978790283203
1691275736.691453,143360,105.0068359375
1691275803.4641771,147456,93.62017822265625
1691275837.511672,149504,110.23959350585938
1691275870.9684618,151552,99.57209777832031
1691275905.2857828,153600,106.66850280761719
1691275972.301812,157696,97.54428100585938
1691276040.2886236,161792,129.26287841796875
1691276073.9974906,163840,121.98735046386719
1691276142.8895175,167936,128.685546875
1691276177.2864082,169984,123.90703582763672
1691276245.2226021,174080,110.42759704589844
1691276279.5469089,176128,118.09732055664062
1691276313.823913,178176,128.53533935546875
1691276347.4149358,180224,132.32862854003906
1691276381.7160046,182272,118.33197784423828
1691276416.3028805,184320,104.33045959472656
1691276484.8351684,188416,114.09087371826172
1691276518.9433327,190464,108.05195617675781
1691276553.7094338,192512,116.82919311523438
1691276588.4801528,194560,124.7943115234375
1691276760.9448826,204800,117.86869812011719
1691276795.235069,206848,113.43628692626953
1691276863.8174334,210944,120.07757568359375
1691276932.07981,215040,108.48056030273438
1691276966.2722003,217088,107.16732788085938
1691277000.4378886,219136,137.37591552734375
1691277102.4263334,225280,132.4305877685547
1691277136.2366889,227328,106.05484771728516
1691277237.7448287,233472,98.03622436523438
1691277339.6013854,239616,117.14558410644531
1691277408.264589,243712,105.75704956054688
1691277442.5837212,245760,120.77125549316406
1691277476.7890809,247808,122.96847534179688
1691277615.0923645,256000,124.27214813232422
1691277649.7774212,258048,100.02285766601562
1691277683.9706583,260096,115.49120330810547
1691277718.2276175,262144,134.0709686279297
1691277786.6871753,266240,141.87744140625
1691277821.1999185,268288,134.09469604492188
1691277924.9502547,274432,129.9636993408203
1691278028.2862916,280576,114.23033905029297
1691278062.4904199,282624,119.68402099609375
1691278131.9860141,286720,128.1033935546875
1691278201.8858547,290816,125.45816802978516
1691278236.963466,292864,134.7235870361328
1691278271.9347825,294912,148.00889587402344
1691278307.4166064,296960,137.36439514160156
1691278342.3038561,299008,116.25790405273438
1691278377.1784763,301056,120.5745849609375
1691278447.7352428,305152,127.36030578613281
1691278483.3820353,307200,106.70624542236328
1691278518.1232004,309248,111.50126647949219
1691278553.184318,311296,122.89726257324219
1691278623.505628,315392,111.83663177490234
1691278658.6283345,317440,115.80529022216797
1691278693.4826012,319488,130.8983612060547
1691278763.999144,323584,110.3609848022461
1691278799.4349532,325632,107.82923889160156
1691278834.6934116,327680,115.46711730957031
1691278905.6813664,331776,162.7831268310547
1691278941.424344,333824,141.9929656982422
1691279012.4839888,337920,120.77249145507812
1691279048.0547564,339968,157.1261444091797
1691279118.6865332,344064,141.8426971435547
1691279153.551503,346112,139.2694549560547
1691279188.9736736,348160,139.5170440673828
1691279259.3571773,352256,142.86468505859375
1691279294.716349,354304,143.20391845703125
1691279400.9504583,360448,138.0639190673828
1691279435.9125664,362496,155.32151794433594
1691279470.977762,364544,123.2236328125
1691279506.4241219,366592,129.40013122558594
1691279577.6984317,370688,138.43112182617188
1691279613.197279,372736,131.65383911132812
1691279684.4163146,376832,133.13453674316406
1691279755.3846993,380928,143.7698974609375
1691279790.54029,382976,134.82054138183594
1691279826.2689588,385024,150.95518493652344
1691279861.9726584,387072,137.7367706298828
1691279931.9298322,391168,136.5070343017578
