Wall time,Step,Value
1666208086.0628278,2048,357.19146728515625
1666208368.9005566,4096,402.70770263671875
1666208653.6776671,6144,473.5513000488281
1666208913.7729657,8192,482.85577392578125
1666209186.4757278,10240,477.9413757324219
1666209478.8936038,12288,446.5009765625
1666209785.2501001,14336,458.3673400878906
1666210074.8154886,16384,486.9859619140625
1666210361.1489682,18432,484.3029479980469
1666210641.778746,20480,489.12811279296875
1666210930.2185256,22528,458.4676818847656
1666211212.030672,24576,469.8737487792969
1666211507.9719872,26624,466.2442321777344
1666211793.3275747,28672,466.6677551269531
1666212079.0743575,30720,483.90386962890625
1666212369.4758074,32768,537.49609375
1666212657.6120484,34816,476.248291015625
1666212938.992566,36864,489.0451354980469
1666213224.7895026,38912,501.7978210449219
1666213516.492132,40960,492.78155517578125
1666213815.0988283,43008,530.05517578125
1666214088.8029647,45056,531.3909301757812
1666214374.6506271,47104,529.8385620117188
1666214649.6636987,49152,519.5802001953125
1666214917.1169941,51200,530.0444946289062
1666215187.2375686,53248,520.2396850585938
1666215460.0108662,55296,541.060791015625
1666215734.3630068,57344,534.8826293945312
1666216009.5764563,59392,545.14453125
1666216283.75321,61440,531.734619140625
1666216559.4170244,63488,524.0467529296875
1666216830.1856818,65536,551.7869873046875
1666217102.7999465,67584,546.525634765625
1666217378.408487,69632,564.880859375
1666217672.7702901,71680,532.6031494140625
1666217948.1742744,73728,522.1089477539062
1666218226.946458,75776,526.3260498046875
1666218500.9111555,77824,543.489501953125
1666218769.094626,79872,559.2593383789062
1666219047.3694556,81920,550.6578979492188
1666219324.9902694,83968,536.7963256835938
1666219594.1868458,86016,583.7071533203125
1666219951.4739974,88064,605.5316162109375
1666220215.9514706,90112,580.031005859375
1666220485.1608474,92160,571.0883178710938
1666220756.1318479,94208,617.1982421875
1666221038.790403,96256,593.8764038085938
1666221325.0558128,98304,591.68359375
1666221637.1038134,100352,608.4794921875
1666221951.8356464,102400,626.5197143554688
1666222269.7247431,104448,608.2772216796875
1666222578.0289156,106496,650.2896118164062
1666222845.8423462,108544,657.6991577148438
1666223083.6448576,110592,662.06640625
1666223320.1642923,112640,647.7368774414062
1666223556.8442693,114688,587.0317993164062
1666223793.0408418,116736,627.3177490234375
1666224039.1860547,118784,684.5601196289062
1666224287.431644,120832,682.9512329101562
1666224523.449029,122880,687.1781005859375
1666224760.7847924,124928,677.0151977539062
1666225001.4864805,126976,709.5173950195312
1666225242.111273,129024,666.62060546875
1666225483.3286314,131072,627.9811401367188
1666225725.6178718,133120,646.4834594726562
1666225970.9960837,135168,675.504638671875
1666226213.2905674,137216,670.6145629882812
1666226456.9860709,139264,734.603759765625
1666226700.5822341,141312,717.8811645507812
1666226945.4913013,143360,701.3005981445312
1666227181.7300186,145408,692.4054565429688
1666227419.371796,147456,634.072265625
1666227661.8133895,149504,663.4745483398438
1666227905.841262,151552,713.6135864257812
1666228144.393148,153600,684.92822265625
1666228387.831539,155648,700.8743286132812
1666228628.4152963,157696,738.4535522460938
1666228871.844579,159744,741.4888305664062
1666229114.172515,161792,699.1603393554688
1666229354.46022,163840,722.9476928710938
1666229595.1623309,165888,780.5729370117188
1666229837.246114,167936,702.702880859375
1666230074.131421,169984,729.8084716796875
1666230311.1511831,172032,747.118408203125
1666230548.0089626,174080,816.9829711914062
1666230784.1058495,176128,751.25439453125
1666231023.9007175,178176,743.1098022460938
1666231262.9876473,180224,806.256103515625
1666231503.485711,182272,861.9677734375
1666231742.9937491,184320,843.5849609375
1666231983.2837815,186368,838.1993408203125
1666232222.942564,188416,877.6585083007812
1666232461.9985385,190464,859.6286010742188
1666232701.7998815,192512,910.0957641601562
1666232941.1661422,194560,927.841796875
1666233181.1883214,196608,908.7189331054688
1666233423.135694,198656,923.3984375
1666233662.5415442,200704,948.2574462890625
1666233903.1586,202752,988.3525390625
1666234144.6511025,204800,997.0820922851562
1666234389.4078312,206848,976.1654663085938
1666234634.0167224,208896,978.8933715820312
1666234898.287756,210944,1082.2423095703125
1666235182.3323846,212992,1106.1405029296875
1666235462.7190392,215040,1089.2064208984375
1666235732.5622451,217088,1034.1871337890625
1666236012.93236,219136,1100.4892578125
1666236300.915933,221184,1127.39111328125
1666236679.9191637,223232,1053.6533203125
1666237062.753027,225280,1005.3638916015625
1666237441.7660139,227328,1060.2183837890625
1666237822.839598,229376,1067.6614990234375
1666238207.6346834,231424,1099.3743896484375
1666238591.799925,233472,1035.9541015625
1666238976.9263291,235520,1059.7015380859375
1666239364.1066606,237568,1174.9281005859375
1666239743.032169,239616,1230.7640380859375
1666240123.0501096,241664,1116.6544189453125
1666240506.1243517,243712,1161.724609375
1666240891.2952914,245760,1202.9437255859375
1666241274.0617926,247808,1105.7779541015625
1666241662.0196111,249856,1170.493896484375
1666242049.3980968,251904,1154.4285888671875
1666242436.2659185,253952,1176.403076171875
1666242821.7690985,256000,1171.1947021484375
