Model,Simulator
-1.48083003198611,-0.07915531431139622
-3.7369750745877277,-0.6583642211096761
-3.8229974973133856,-0.10941834683332974
-3.7840743341962004,-0.5413318794982942
-1.9315160170873613,-0.27628613777387445
-3.938945919450716,-0.6038031247185858
-3.0594476217581974,-0.49104432115690755
-3.901181063527097,-0.5357986640179832
-1.8626528713485366,-0.026570204877422454
-4.272914815300009,0
-2.0189323414303844,-0.02638113667974029
-3.772434495934627,-0.6928631001547254
-4.689582056016661e-13,-0.38598624591231245
-4.217007515377749,-0.395548536057853
-1.9828320129719263,-0.9761855100821315
-3.7005804802363254,-0.6395453277184739
-3.131044920617342,-0.36902343321525344
-4.474129236515095,-0.5012372979403548
-2.8270743278047354,-0.11806087463065185
-3.746402149461683,-0.739989768705418
-3.5819466303109424,-0.10570361075758816
-3.9446609071792196,0
-2.9528116583948036,-0.9764538033403387
-4.202489222403407,-0.6099413169591935
-3.4837980998704356,-0.6865710819990071
-3.941294844487243,0
-2.1727256342291397,-0.026376396826910176
-4.253586777192769,-0.9634994950702693
-3.4839680641760555,-0.444730705876918
-4.062037341425241,-0.37429005776133784
-3.6212017247857706,-0.48992946202481547
-4.055731648257995,0
-1.9236098359142346,-0.026379815575439447
-3.7613151879282523,-0.7110167110801184
-3.9766361965413775,-0.026763081607751316
-3.785256556289762,-0.7791609624732421
-3.4146380664363023,-0.45507090753610935
-4.13288469024068,-0.6707810643140197
-3.7406020311828057,-0.6721543888693844
-3.9761634073956102,-0.9663636636532928
-2.7016785895986137,-0.0939097204639795
-4.094325389704281,0
-2.7643689883984695,-0.026513602183170115
-4.257296631457871,-0.02636102357291692
-3.8105123139743533,-0.2569710974117526
-3.789147772524084,0
-1.5831921173888026,-0.18716178768552516
-3.9249154823860013,-0.964931915197685
-3.3711163492621252,-0.4398082484300888
-4.451061399547401,0
-3.8278813715228015,-0.325346620745423
-3.7830200855519425,0
-2.5776264739617645,-0.02637710155837525
-4.3127583332490556,-0.46345411638853884
-2.2192437016786504,-0.39178441808475784
-3.719246337821625,-0.6808462354404548
-3.239295277057653,-0.40001903980403286
-3.7751808939430607,-0.5377754417749492
-2.2515668310098125,-0.3340795598934425
-3.9758703955229495,-0.7863976778483799
-2.854065563150816,-0.2734642085909994
-3.7310487196589768,-0.8308947581761372
-2.6068835036253253,-0.026383764256993292
-3.870967139204847,-0.9098990698479585
-1.4203993985521546,-0.026366513713818374
-3.8112506636266863,-0.86318992557208
-1.2830262755050563,-0.026636348479344374
-4.5555390085408956,-0.5775549960097426
-3.152590551428418,-0.05172517855455139
-4.37440721220187,-0.6398356934464549
-2.4854995421734976,-0.13045803388135224
-3.810941283849071,-0.625607526310737
-2.5570781030508436,-0.026376011652365805
-4.433011545796117,-0.9537976118693582
-2.3165607011073295,-0.026350207846039586
-3.9839270956237196,-0.7129930325785296
-2.527115804576032,-0.04055573059194917
-3.721521436246427,-0.8474424830954079
-2.725657670482654,-0.29957699144698624
-4.021519778480385,-0.6244173201044549
-2.5927288429416167,-0.7398386414956131
-3.796503878089616,-0.819410313394326
-4.712463806414818,-0.281001642509512
-3.814752891844392,0
-2.8934814974688785,-0.07538757771759841
-3.894492284355946,-0.5253783109193985
-3.0787555135567874,-0.9667740261972404
-3.7503982818802393,-0.5905282874423634
-1.9564123874502406,-0.06170295976630835
-3.75075681122962,-0.6559099767970846
-3.0581833214481025,-0.08911289072664186
-4.177744575367582,-0.8461514526815943
-3.805017610174397,-0.026489842464682778
-3.7602829621930263,-0.706599355948957
-3.040436134895774,-0.5133218319166001
-3.7412585689431013,-0.9538697131996804
-2.3001787784825214,-0.3100092033108188
-3.78547600906043,-0.5030442938268087
-2.533583684918408,-0.026537711038219003
-4.086517795747249,0
-2.2265090711092292,-0.2256663242410517
-3.860808918486975,-0.6516585318358965
-2.0330832117655526,-0.026395549177733235
-3.9308434893430273,-0.9643480712070736
-3.0993850383680823,-0.19681375529365475
-3.7518774470989515,-0.4520531059778905
-2.0941170312221433,-0.026368942987825994
-4.026291992111849,-0.9129514783395487
-2.309129611249822,-0.2014954172786223
-3.867659144269354,-0.6565489193077452
-2.8216520602388058,-0.026368216529015553
-3.7056920185043287,0
-3.305821428074039,-0.02672649470600519
-3.7794047509156585,-0.5321109510007493
-2.1368362947629693,-0.3184015553513082
-3.742142387185415,-0.9612922623093205
-2.2347256188224613,-0.19348671978700893
-4.065002489523709,-0.970668902627024
-2.8905085396696895,-0.026369309941980723
-3.9996231594883773,-0.9638131192075458
-2.5073964097987256,-0.10061221282812127
-3.8777198467010026,0
-3.1036575852903323,-0.3527204706022252
-3.893148913483833,-0.7053677890715075
-2.089916893442648,-0.026364449213048702
-3.7130747814195253,0
-2.8019497675485248,-0.8651805996032607
-3.7248997560949912,-0.9382303894420895
-2.1362866550737913,-0.5426419022504372
-3.9867109670927543,-0.9758946636170495
-4.2068642401964915,-0.14932061986703526
-3.842119421643028,0
-2.6423499550148897,-0.026467873824004173
-4.096102014338702,-0.7034970312685078
-2.4637450563222223,-0.02638193817650958
-3.9353678439104725,-0.6114201480912131
-2.5055493598069654,-0.41181013479979256
-3.8121941908158345,-0.6407020619918136
-2.7622353036656278,-0.026372261661474106
-3.7445086226030133,-0.700622083068706
-2.4323804905874735,-0.02637055967675217
-3.873001059135178,-0.5914316632253569
-2.640769840950711,-0.39621293970496996
-3.7369539035269805,0
-1.9542301676323042,-0.02637742126851572
-3.8047979987646117,-0.5282756593091529
-2.3615027739573415,-0.21788941875289958
-3.9826261622821266,-0.5267383108246476
-3.0172651402257475,-0.10913795685980743
-3.897872496342521,-0.591781883248397
-2.387011100305619,-0.574104782185072
-3.9307289521810946,0
-3.279661140731665,-0.4981737979947338
-3.797159127067334,-0.5804791159130842
-2.7095223994841553,-0.27985960400047905
-3.795597736929925,-0.5571198068328612
-3.1028996341952215,-0.9282990945297553
-3.91974494492565,-0.5656629805765647
-3.101627178502986,-0.06147915435866513
-4.1209543773386645,-0.6632354859548694
-1.754809514920051,-0.17138612329438008
-4.267393121033127,0
-3.0321953139804383,-0.02638311788741665
-3.740396225255066,-0.9195148420171515
-1.7133575712978006,-0.02675814396545717
-3.9742529278271483,-0.7317314363596341
-2.867288560419418,-0.15270731490649647
-3.7035808709551064,-0.5688229667815565
-3.24508594481557,-0.7822029882599931
-3.8818558934212737,-0.6621216288991196
-2.702639390870455,-0.39999219688288334
-3.787556295291556,0
-3.4630555548444777,-0.37399270106006577
-3.9573032796294942,-0.4758824614958673
-2.5721568138479918,0
-4.022434325986012,-0.5319240013461779
-2.370523697093688,-0.3844570959786048
-3.963550448266474,-0.8961227725851267
-3.3094107916313615,-0.35483046800236384
-3.9195047596186647,-0.9589651581464248
-3.242611362569527,-0.5304078420341657
-4.258804231865848,-0.5836090061370299
-2.6201697905013956,0
-3.869949716710917,-0.6220165293222284
-2.3816895455099423,-0.09944755151395546
-4.368411920822854,-0.755916871966312
-2.805278536639543,-0.03998025643819447
-4.382260041049985,0
-2.3292023206913917,-0.02638115629239257
-3.8209074091722792,-0.5231101002199766
-2.178789909185344,-0.02638479560726792
-4.6110582002132645,-0.563412214786845
-2.3940082352558765,-0.043839399361275455
-4.267050582671812,0
-2.8537903704158705,-0.4633238465315599
-4.10166356059442,-0.8941377506124667
-3.740178730589057,-0.04825017992000025
-3.886953952882612,-0.7257923771643789
-3.4832302525075867,-0.5753870024658905
-4.161998779211378,-0.5563840658415424
-2.8629745663090214,-0.026413865985156937
-4.143447858434676,-0.4725302280413862
-2.5913088042712307,-0.26775149829162403
-3.8179696421883684,-0.659376748942465
-3.5037119575275506,-0.08201912480403784
-3.9676960098748504,-0.6914622716985683
-2.759074699140764,-0.04090578889150598
-3.818865329519611,-0.583307187625471
-2.946700800260374,-0.2860576911618389
-3.925397375209975,-0.5755596119514368
-2.1737808927501634,-0.2622091907274309
-4.52527942184485,-0.5760112258672097
-2.884992799619791,-0.17650641977457304
-3.7977844722771783,0
-3.4261473106160416,-0.2512436852896339
-3.7827230518863657,-0.798353864405575
-1.9063319673295334,-0.19156909625451468
-4.200647645291495,-0.7237695212268099
-1.8976550077617937,-0.026452275524355473
-3.8935008439001213,-0.7050166971987506
-2.196541659964306,-0.2633319985135627
-3.9610612891601424,-0.9094848062806413
-1.5854846726479481,-0.02638653025342519
-3.7611132151485864,-0.7206955124277306
-3.323446228148678,-0.2733198452206649
-3.897902487274934,-0.5878180469994853
-2.6102020703593802,-0.22610526414481757
-3.9554279192430415,-0.5479288391012282
-1.6479044836048575,-0.039960811091354964
-4.294688179234319,0
-2.9101503408604312,-0.13289691254166702
-3.8076869870662615,-0.7236694345557321
-3.8488196801545898,-0.07622817558668471
-3.719875508067678,-0.8001239748713675
-3.361977043466973,-0.08781257193645742
-3.965736564876491,-0.7895781003984602
-3.3102409425126296,0
-3.9729246026131873,-0.7942880393136382
-3.7270345285192796,0
-3.8886833541342267,0
-2.2283780954590666,-0.026540924265191723
-4.107685868137084,-0.5135898927859444
-2.4335896831900734,-0.22285829661240586
-4.026202344780331,-0.6004487019972446
-1.7718510992471708,-0.026703004036330746
-3.7799190132128135,0
-1.773062401157362,-0.08082009243194044
-4.237951121371757,0
-3.1016995127594322,0
-3.7103444781136368,-0.9397798785045839
-1.9725947512493143,-0.0631529592086465
-3.771308232447412,0
-3.955538939193317,-0.7002437545698217
-4.165658111779697,-0.9042778511231307
-2.158709974781839,-0.06725357004472376
-4.191854743894311,-0.5095316061319561
-2.8462278931556355,-0.02636768093924924
-4.160931438526731,-0.8311054545267631
-2.4080832110882864,-0.6837797690912313
-3.94130440515076,-0.5284507599437016
-2.333436392509331,-0.8536101839318488
-4.125327033722081,-0.48897648765194446
-3.1518697230030357,-0.3986324329151142
-3.8980681063100775,-0.8716707842418516
-2.2895881039764707,-0.026753013346513144
-3.922887680317228,-0.9527806863484304
-2.1988627550053224,-0.4168845117689649
-3.944573219734267,-0.9746192903020409
-3.708427640527818,-0.6716178322282562
-3.7853976597982006,0
-2.110789709902473,-0.07733726596307577
-3.835457219925803,-0.8124181148907763
-2.4886159898508002,-0.1269768100790888
-4.307996942697833,-0.46096674961724826
-2.2768177998687227,-0.05609388896600642
-3.985169988154696,-0.4652032679203658
-2.7246735633460335,-0.06713982164899512
-3.710926413500587,-0.7371708086897195
-1.64647866144437,-0.09901269089869436
-4.0142463148940895,-0.5336617963956524
-1.690219330301503,-0.026393584748221954
-3.9852879777162924,-0.7856330639856446
-3.1538352413297153,-0.5055052188590542
-3.9685096129916833,-0.46139166291498457
-2.913024690507863,-0.11235407054415247
-3.9304179718239394,-0.6332077302537085
-2.5305279730796335,-0.38830312644985565
-3.7054835660022127,-0.4957598575768005
-2.8453798213354595,-0.6191640713381141
-4.881562541157006,-0.96050029627608
-1.7317219962660395,-0.026394222389029776
-4.205504517147906,-0.8508063066149616
-2.9215242868212834,-0.5876268165103525
-3.8155731657095933,-0.5755865397993305
-2.619860497366755,-0.08408299865596092
-3.9006814397122747,-0.4729930041849858
-3.0023395204010974,-0.22847796906972895
-3.9431396322175534,-0.615296665793313
-2.120480174667531,0
-4.114954821505523,-0.9558719539950736
-2.0524647736936563,-0.035152890714447604
-3.7258484413078383,-0.571850659967329
-2.404190745817621,-0.3607282113719391
-4.405584896601492,-0.5102379921689477
-1.8552421267317913,-0.135141954956706
-4.296598649318304,-0.8065221411625965
-2.6094834201916632,-0.4084886053056719
-3.929083379913269,-0.8196068047616047
-3.059056612356163,-0.4950094399936009
-3.8129906972947643,0
-1.8977849480942706,-0.5172313876386925
-3.7516452226862156,-0.63671659308948
-2.3858398567916703,-0.6404025702884326
-4.202837528929842,-0.6703963055484707
-2.2237002537999064,-0.3806019020645368
-4.227403153635025,-0.9733858148474126
-2.4459979361975575,-0.18385617724582815
-3.889618272106576,-0.9588297172234924
-2.1492478390155645,-0.2680806418578561
-4.232975576375424,0
-2.478850564117674,0
-3.822848766259748,-0.7283803202926502
-3.411624539914537,-0.02670129435521129
-3.8550772687450197,-0.4805099923273989
-3.4667784093123495,0
-4.103601964343744,-0.571838247317753
