Wall time,Step,Value
1691273436.9374974,4096,67.59160614013672
1691273493.1085317,8192,68.82003021240234
1691273553.285009,12288,74.84683227539062
1691273583.0654,14336,62.29214096069336
1691273643.3813984,18432,76.10591888427734
1691273704.2345042,22528,66.18506622314453
1691273738.7246907,24576,79.31285858154297
1691273773.622823,26624,70.42737579345703
1691273808.928615,28672,71.33374786376953
1691273843.6467755,30720,67.0652084350586
1691273875.614848,32768,69.6959457397461
1691273908.08394,34816,95.20670318603516
1691273939.871286,36864,79.96348571777344
1691273977.0013652,38912,80.24193572998047
1691274013.0937665,40960,93.00397491455078
1691274048.2980506,43008,122.4596176147461
1691274117.218618,47104,108.45866394042969
1691274191.6108487,51200,84.39159393310547
1691274227.988735,53248,81.7875747680664
1691274390.9160757,63488,106.13510131835938
1691274425.0244296,65536,112.6780776977539
1691274457.0343404,67584,106.65882110595703
1691274490.0270922,69632,97.31957244873047
1691274526.42512,71680,79.71927642822266
1691274603.8967922,75776,112.70343780517578
1691274719.0214365,81920,85.32901000976562
1691274752.8853383,83968,98.33558654785156
1691274819.2823734,88064,91.91080474853516
1691274853.2961586,90112,90.27619171142578
1691274887.7261868,92160,87.08295440673828
1691274921.91638,94208,114.51648712158203
1691274991.4565265,98304,107.44159698486328
1691275060.3264482,102400,113.8891830444336
1691275094.10734,104448,110.65924072265625
1691275196.5080378,110592,113.15078735351562
1691275235.8711245,112640,115.19987487792969
1691275275.3507469,114688,137.791015625
1691275314.8343132,116736,126.88224029541016
1691275354.127863,118784,122.2297592163086
1691275457.4471707,124928,132.07899475097656
1691275491.6308594,126976,97.1512680053711
1691275526.5048733,129024,113.274169921875
1691275560.660219,131072,116.71455383300781
1691275594.1793954,133120,115.03060150146484
1691275628.3606715,135168,103.76982116699219
1691275665.1653507,137216,100.74722290039062
1691275699.8720508,139264,113.85066986083984
1691275733.9922652,141312,114.45834350585938
1691275768.7443693,143360,133.50900268554688
1691275837.7246861,147456,97.53218078613281
1691275872.5474331,149504,102.4466323852539
1691275907.0399158,151552,129.28041076660156
1691275941.5393908,153600,142.98434448242188
1691276010.8098211,157696,116.28299713134766
1691276089.7476273,161792,96.97093963623047
1691276129.8509762,163840,91.49148559570312
1691276210.5308793,167936,126.4845962524414
1691276250.6944265,169984,104.39158630371094
1691276330.657448,174080,99.91470336914062
1691276371.061794,176128,111.2740249633789
1691276410.848587,178176,124.08181762695312
1691276450.7913816,180224,128.58859252929688
1691276491.2568238,182272,131.5923309326172
1691276532.2133417,184320,120.20183563232422
1691276612.0549831,188416,117.94776153564453
1691276652.3543928,190464,152.95318603515625
1691276692.8374426,192512,143.76158142089844
1691276733.3977017,194560,103.4423828125
1691276918.5655093,204800,119.58382415771484
1691276952.868725,206848,123.59616088867188
1691277023.2002716,210944,106.7852783203125
1691277093.3183997,215040,130.61817932128906
1691277128.5460432,217088,128.00244140625
1691277163.8187478,219136,126.73231506347656
1691277270.0315099,225280,101.85961151123047
1691277305.603682,227328,116.57835388183594
1691277410.0974782,233472,98.42920684814453
1691277516.394588,239616,108.350341796875
1691277591.610164,243712,126.13555908203125
1691277632.779136,245760,126.10770416259766
