steps,run0,run1,run2,run3,run4
921600,194.7728729,172.0852814,205.6267395,204.0159607,212.0656586
925696,201.5694122,160.1929016,177.8364105,180.6985779,194.7323303
931840,202.578125,162.3002167,195.4456787,191.192215,173.954834
933888,178.6408691,158.2201843,172.7228394,191.6244812,226.9990997
937984,145.2324982,172.0578918,190.6585846,180.2174988,224.4515228
940032,191.9765778,159.6304169,209.8419495,230.5202332,193.2601471
942080,159.2092133,179.8320923,207.498291,189.2483673,175.5928955
944128,231.4510803,172.2901917,241.6667938,194.0501862,176.3307037
946176,257.0866394,145.7663269,268.0664673,194.1883087,188.3699493
950272,185.7990417,172.8533173,211.2997437,244.8755188,222.4308777
952320,243.979599,176.2805176,183.7857361,215.0776062,195.7905121
954368,222.2190704,184.990097,176.5233765,194.1174774,216.8047791
956416,214.1455688,176.9274597,156.3061829,200.7236786,224.9314728
958464,212.2763214,165.6553802,168.0566406,162.1204834,208.5222931
960512,193.9731903,184.5726013,175.6935425,179.7176208,174.119339
962560,232.5468597,190.9462128,186.6130829,202.4958191,178.4062653
966656,195.3768158,163.6781616,191.901001,165.3188782,217.7006378
970752,224.8293457,175.7830963,151.6011963,177.3656311,216.0564117
972800,220.6512299,185.2333832,150.0817719,169.4127197,179.8377991
978944,245.1015015,182.4304352,208.645752,204.0443268,221.3157654
980992,185.5427856,177.3764191,196.9238586,178.6194,206.344101
989184,181.3294525,188.092392,220.7994232,218.9628601,155.966629
995328,218.727356,131.0116425,199.7680511,207.8604431,197.9213104
997376,197.8604889,175.5187683,204.4203491,205.68573,180.7935181
1001472,220.7323151,141.7389984,183.6057281,213.1467743,196.8616791
1003520,212.3919678,186.5640259,185.4465942,217.5695648,214.6411285
1007616,189.6158447,216.2797394,174.6613312,196.066864,200.9994659
1009664,180.9778595,200.8384399,203.1165009,224.8740997,204.4197845
1011712,158.7413788,174.5794525,182.6412964,227.9773865,162.9340515
1017856,224.6501617,195.0319519,176.1334839,189.9414978,206.1329803
1019904,225.0457458,185.6694946,205.4936218,195.3917389,164.6344604
1024000,235.9468536,196.7784119,166.6343384,218.6404724,211.0062866
1032192,179.5321045,185.7890167,214.1372528,203.150589,217.6901093
1038336,222.7874908,178.9864655,200.9721222,216.8708191,187.0422211
1040384,238.8744659,213.0551605,208.4963837,218.576889,168.5722046
1042432,218.1339569,177.7594147,262.426178,226.8195648,193.4677429
1044480,200.8250885,166.7840729,236.4210205,228.7628326,201.617981
1046528,209.8166046,188.1442261,226.4220886,191.8464813,215.3508453
1048576,213.2076569,164.8436432,263.9476013,171.0215912,177.7834473
1050624,201.141861,192.9030151,241.3479767,206.1842346,180.1053162
1054720,240.2698669,199.0345459,234.8843536,211.9061127,189.3708191
1056768,186.598053,205.6769409,228.635498,191.1026611,220.9662933
1058816,200.8955994,185.6076965,238.0263367,185.0500641,185.6795349
1060864,193.3739014,165.0645905,192.0890503,186.9120178,187.1551056
1062912,176.4409485,167.8718109,231.0885468,183.2344055,151.2716675
1064960,198.2412262,193.715683,253.6484375,193.3448334,183.3143311
1067008,189.5485382,198.1222076,210.8731537,209.1540833,220.2331085
1073152,224.4239197,218.5858612,193.5314484,226.4103699,203.1648254
1075200,237.9319305,182.8050995,200.4400635,229.5379486,171.7607117
1077248,193.9678192,197.4072113,181.2292328,207.0474548,204.8125153
1089536,224.4807129,179.5707397,182.6641541,217.7756348,181.4060516
1093632,210.7763367,180.6174927,211.4972839,203.9237213,191.6262054
1095680,221.739975,163.1682434,200.4474487,205.5527039,202.4176636
1097728,184.719696,193.1058655,189.0278015,219.0673218,209.7503204
1099776,199.7785797,199.7212067,214.6941681,198.6783142,204.7949219
1101824,203.0489044,174.3313293,171.6589508,194.058197,213.5144958
1103872,239.5512543,150.8828125,206.6808014,226.3083191,230.3240204
1105920,230.1430664,185.038269,268.3444519,213.156601,196.6460419
1107968,211.726593,209.2841339,259.2947083,239.9222565,218.1317749
1110016,225.0380859,230.7740936,216.3532104,224.997345,218.1039124
1112064,212.5759277,195.0109558,222.7136688,227.9356689,176.009491
1114112,172.1457367,188.5088043,209.9613647,220.9017181,210.4818115
1116160,209.836441,175.5021362,241.9998474,213.4012909,210.5257568
1118208,196.9186401,175.3252411,214.1065826,177.258606,163.4767609
1120256,161.1284637,177.9838867,184.3889771,202.8136292,179.3097992
1122304,176.4309998,158.9204712,215.0276947,234.0016022,207.8372498
1124352,177.0361481,170.7716522,223.5719147,230.5639191,186.4416351
1126400,209.9798126,236.8263092,225.7871246,258.1734009,186.7762451
1130496,203.4561462,208.7515411,231.2085114,217.9888763,235.894455
1132544,190.7771759,215.2203979,189.5327148,199.9910126,179.1860352
1134592,187.923233,210.6425018,229.2810364,227.9111176,175.4455566
1138688,203.5893097,212.1399078,244.6880951,220.0625916,215.5013123
1142784,221.5714111,171.6643829,196.0388336,207.4772339,217.5468597
1146880,175.631958,184.6605072,171.0428162,225.8885498,193.2989349
1148928,203.5618591,188.9977417,172.7026825,200.0633087,178.4863586
1155072,216.2234344,168.9249725,211.7635498,210.727066,200.4489441
1157120,189.3534851,193.5819855,213.3917694,239.0968933,175.7692566
1159168,176.3227539,199.552063,231.4077148,225.8723602,181.0234222
1163264,213.0947723,185.6435242,221.3530731,217.0778809,191.5116882
1165312,210.8187256,184.0263214,235.0628967,216.6780396,231.3570404
1167360,224.7646027,176.1940002,209.4902954,246.5454712,185.1070251
1171456,241.1235657,191.8384705,167.2456512,239.3693085,178.2346344
1173504,219.9248505,233.3912506,197.7908325,207.0747681,204.8666534
1175552,199.0382843,182.3052216,214.998642,250.9068298,175.3258972
1177600,167.2192535,129.594696,206.8317108,223.2197418,192.9044952
1181696,233.8956604,194.720871,205.9777527,215.0666046,204.6070557
1183744,189.9658966,198.2288666,201.8052368,223.5942078,216.014679
1185792,210.974884,185.123291,248.9029236,241.988739,187.3122253
1187840,239.8850403,192.8618927,177.2754517,238.739563,172.0583649
1189888,214.5402985,200.1937866,186.8978119,239.5274658,201.6821899
1191936,192.6474609,218.5523376,158.5732422,247.415451,183.8274536
1193984,211.7361603,188.6599121,216.4230804,212.8028412,202.7653351
1196032,205.010437,204.5351257,237.7215881,254.9601898,184.6464233
1198080,186.9886932,206.8785248,244.2813263,221.4184265,170.5135956
1202176,228.8921356,161.6907654,190.5322113,208.6625671,218.7750092
1204224,225.26651,182.6238251,186.520462,212.1291351,210.6673431
1206272,198.5331573,199.3020782,180.2671814,210.2971497,221.3718262
1212416,223.8844452,195.1306458,248.6490173,206.8037567,208.8666077
1214464,181.178772,190.6549683,200.4286041,232.0739594,201.1392212
1216512,195.2697144,174.8185272,196.877121,257.2329407,182.1824951
1220608,192.9783936,189.7736359,215.9329224,216.2977753,195.9907684
1222656,175.5967102,212.0236664,217.4494019,210.4128113,197.0608521
1224704,204.81604,193.0434418,214.2705078,234.383194,200.7177124
1226752,193.115921,197.9092712,230.9683228,184.5113831,203.5198059
1230848,223.5475311,192.2905273,212.8015747,239.1098175,205.9032135
1234944,249.582901,197.0588379,223.5232697,242.5933075,255.3050385
1236992,255.2342529,167.0760651,192.1563721,237.3774109,226.4150543
1239040,263.495697,180.7337646,221.1247406,189.5587006,199.0354767
1243136,181.5043335,184.088913,202.5539703,202.1365356,221.6741486
1247232,158.6632233,194.0680847,229.3292847,222.8987579,226.4093933
1251328,229.4816742,168.8403931,234.8084869,270.2685852,169.2758942
1253376,201.4649963,183.7573242,214.3821259,221.1627045,193.5262451
1255424,246.9641724,199.4966278,191.0395355,231.574585,197.7221069
1261568,179.3888855,183.9571838,222.8887939,228.4662781,185.0948029
1269760,208.0211639,188.2307129,178.7989807,210.1708832,186.9189148
1271808,268.2388,198.7451172,205.8731232,225.8596344,199.4143829
1273856,231.7598419,185.3620605,236.989624,222.4521332,240.7731781
1275904,230.1760712,228.299469,218.6277313,206.3091888,191.3061676
1277952,198.3444672,224.571167,208.5529785,214.7370911,190.8696594
1282048,223.0727234,212.1096802,268.9281311,227.3715057,198.8965912
1284096,217.7427216,228.9137726,220.1764526,253.574234,193.8006287
1290240,220.7958374,188.8309326,225.0371552,242.0200348,214.2081757
1292288,198.6387939,193.7573242,196.1417847,226.684433,216.0286865
1296384,198.1795654,221.5000916,190.7832184,204.1569824,242.8624878
1300480,198.7678528,170.2150879,224.1051788,216.0748596,203.7385101
1302528,238.7957764,201.5067596,202.0224152,232.9970551,205.6859589
1308672,231.2227936,200.9693604,193.9236755,221.0639801,224.5437012
1312768,227.9812469,159.4238892,240.5142822,193.824646,192.0206451
1314816,210.5589142,170.041626,231.081665,211.0495758,229.7929688
1316864,215.7514801,194.8334961,197.592926,253.5156555,217.0850677
1320960,219.0589752,184.3909149,211.4721832,230.6672821,214.3412018
1323008,197.8202057,196.9970551,181.0088501,206.4912872,213.0163269
1325056,195.3038025,165.2684326,238.0770264,238.5101471,256.2247925
